# Generated from FirepadCN/pocket_dict_5000 (MIT), derived from ECDICT (MIT).
# word<TAB>concise Simplified Chinese meaning
a	第一个字母A
teenagers	十三岁到十九岁的少年
teens	愤怒
teeth	牙齿
telegram	电报
telegrams	电报
telegraph	电报
telegraphed	电报
telegraphing	电报
telegraphs	电报
telephone	电话
telephoned	电话
telephones	电话
telephoning	电话
telescope	望远镜
telescoped	望远镜
telescopes	望远镜
telescoping	望远镜
television	电视
televisions	电视
tell	告诉
telling	告诉
tells	告诉
temperature	温度
temperatures	温度
temple	圣堂
temples	圣堂
temporaries	暂时的
temporarily	暂时
temporary	暂时的
temptation	诱惑
temptations	诱惑
ten	十
tenant	承租人
tenanted	承租人
tenanting	承租人
tenants	承租人
tend	走向
tended	走向
tendencies	趋向
tendency	趋向
tending	走向
tends	走向
tennis	网球
tense	紧张的
tensed	紧张的
tenses	紧张的
tensing	紧张的
tension	紧张
tensioned	紧张
tensions	紧张
tent	帐篷
tentative	试验
tented	帐篷
tenth	第十
tenting	帐篷
tents	帐篷
term	术语
termed	术语
terminal	终端机
terminals	终端机
terming	术语
terms	条件
terrible	可怕的
terribly	可怕地
terrified	使恐惧
terrifies	使恐惧
terrify	使恐惧
terrifying	使恐惧
territories	领土
territory	领土
terror	恐怖
terrorism	恐怖主义
terrors	恐怖
test	测试
tested	测试
testing	测试
testings	测试
tests	测试
text	文本
textbook	教科书
textbooks	教科书
texts	文本
th	钍
than	比
thank	谢意
thanked	谢意
thankful	感谢的
thanking	谢意
thanks	感谢
that	那
thatcher	盖屋顶者
thatchers	盖屋顶者
the	那
theater	戏院
theatre	戏院
theatres	戏院
theft	盗窃
thefts	盗窃
their	他们的
theirs	他们的
them	他们
theme	主题
themes	主题
thems	他们
themselves	他们自己
then	然后
theoretical	理论的
theories	理论
theory	理论
therapies	治疗
therapy	治疗
there	在那里
therefore	因此
thermos	热水瓶
these	这些
they	他们
thick	厚的
thicker	厚的
thickest	厚的
thickly	厚地
thickness	厚度
thicknesses	厚度
thicknessing	厚度
thief	小偷
thieves	小偷
thin	薄的
thing	事物
things	事物
think	想
thinking	思考
thinks	想
thinned	薄的
thinner	薄的
thinnest	薄的
thinning	薄的
thins	薄的
third	第三
thirst	口渴
thirsted	口渴
thirstier	口渴的
thirstiest	口渴的
thirsting	口渴
thirsts	口渴
thirsty	口渴的
thirteen	十三
thirty	三十
this	这
thomas	多马
thorough	十分的
thoroughly	彻底地
those	那些
though	然而
thought	想法
thoughts	想法
thousand	千
thread	线
threaded	线
threading	线
threads	线
threat	恐吓
threaten	恐吓
threatened	恐吓
threatening	胁迫的
threatens	恐吓
threats	恐吓
three	三
threw	投
thrill	震颤
thrilled	震颤
thriller	使人激动的东西
thrillers	使人激动的东西
thrilling	震颤
thrills	震颤
throat	咽喉
throats	咽喉
through	穿越
throughout	到处
throw	投
throwing	投
thrown	投
throws	投
thumb	拇指
thumbed	拇指
thumbing	拇指
thumbs	拇指
thunder	雷
thundered	雷
thundering	雷
thunders	雷
thunderstorm	雷暴雨
thunderstorms	雷暴雨
thursday	星期四
thursdays	星期四
thus	如此
tibet	西藏
tick	滴答声
ticked	滴答声
ticket	票
ticketed	票
ticketing	票
tickets	票
ticking	滴答声
ticks	滴答声
tidied	椅子的背罩
tidier	椅子的背罩
tidies	椅子的背罩
tidiest	椅子的背罩
tidy	椅子的背罩
tidying	椅子的背罩
tie	带子
tied	带子
ties	带子
tiger	老虎
tigers	老虎
tight	紧的
tighter	紧的
tightest	紧的
tightly	紧紧地
tights	紧的
till	直到
tilled	直到
tilling	直到
tills	直到
tim	蒂姆
time	时间
timed	时间
times	时间
timetable	时间表
timetabled	时间表
timetables	时间表
timetabling	时间表
timing	时间
tims	蒂姆
tin	锡
tinier	很少的
tinies	很少的
tiniest	很少的
tinned	锡
tinning	锡
tins	锡
tiny	很少的
tip	顶
tipped	顶
tipping	顶
tips	顶
tire	轮胎
tired	疲累的
tires	轮胎
tiring	引起疲劳的
tissue	薄的织物
tissued	薄的织物
tissues	薄的织物
tissuing	薄的织物
title	头衔
titled	头衔
titles	头衔
titling	头衔
to	到
toast	吐司
toasted	吐司
toasting	吐司
toasts	吐司
tobacco	烟草
tobaccos	烟草
today	今天
todays	今天
toe	足趾
toed	足趾
toeing	足趾
toes	足趾
together	一起
toilet	厕所
toilets	厕所
tokyo	东京
told	告诉
tolerate	宽容
tolerated	宽容
tolerates	宽容
tolerating	宽容
tom	雄性动物
tomato	番茄
tomatoes	番茄
tomb	坟墓
tombs	坟墓
tomorrow	明天
tomorrows	明天
toms	雄性动物
ton	吨
tone	音调
toned	音调
tones	音调
tongue	舌
tongued	舌
tongues	舌
tonguing	舌
tonight	今晚
toning	音调
tonne	吨
tonner	吨
tonnes	吨
tons	吨
tony	高贵的
too	也
took	拿
tool	工具
tooled	工具
tooling	工具
tools	工具
tooth	牙齿
toothache	牙痛
toothbrush	牙刷
toothbrushes	牙刷
toothbrushing	牙刷
toothpaste	牙膏
toothpastes	牙膏
top	顶部
topic	主题
topics	主题
topped	顶部
topping	顶部
tops	顶部
tore	泪滴
torn	泪滴
tortoise	龟
tortoised	龟
tortoises	龟
tortoising	龟
toss	投掷
tossed	投掷
tosses	投掷
tossing	投掷
total	全体的
totalled	全体的
totalling	全体的
totally	完全地
totals	全体的
touch	触觉
touched	触觉
touches	触觉
touching	触觉
tough	恶棍
tougher	恶棍
toughest	恶棍
toughs	恶棍
tour	旅游
toured	旅游
touring	旅游
tourism	观光业
tourist	观光客
tourists	观光客
tournament	比赛
tournaments	比赛
tours	旅游
toward	向
towards	向
towel	手巾
towelled	手巾
towelling	手巾
towels	手巾
tower	塔
towered	塔
towering	塔
towers	塔
town	城镇
towns	城镇
toy	玩具
toyed	玩具
toying	玩具
toys	玩具
trace	痕迹
traced	痕迹
traces	痕迹
tracing	痕迹
track	轨迹
tracked	轨迹
tracking	轨迹
tracks	轨迹
tractor	牵引器
tractors	牵引器
trade	贸易
traded	贸易
trades	贸易
trading	交易
tradition	传说
traditional	传统的
traditionally	传统上
traditions	传说
traffic	交通
trafficked	交通
trafficking	交通
traffics	交通
trail	踪迹
trailed	踪迹
trailing	踪迹
trails	踪迹
train	火车
trained	火车
trainer	训练员
trainers	训练员
training	训练
trains	火车
tram	电车轨道
trammed	电车轨道
tramming	电车轨道
trams	电车轨道
transaction	交易
transactions	交易
transfer	迁移
transferred	迁移
transferring	迁移
transfers	迁移
transform	使转换
transformed	使转换
transforming	使转换
transforms	使转换
transition	转变
transitioned	转变
transitioning	转变
transitions	转变
translate	翻译
translated	翻译
translates	翻译
translating	翻译
translation	翻译
translations	翻译
translator	翻译者
translators	翻译者
transparent	透明的
transparents	透明的
transport	运输
transportation	运输
transportations	运输
transported	运输
transporting	运输
transports	运输
trap	圈套
trapped	圈套
trapping	圈套
traps	圈套
travel	旅行
traveler	旅行者
travelers	旅行者
travelled	旅行
traveller	旅行者
travellers	旅行者
travelling	旅行
travels	旅行
treasure	宝物
treasured	宝物
treasures	宝物
treasuring	宝物
treat	宴请
treated	宴请
treaties	条约
treating	宴请
treatment	治疗
treatments	治疗
treats	宴请
treaty	条约
tree	树
treed	树
treeing	树
trees	树
tremble	战栗
trembled	战栗
trembles	战栗
trembling	战栗
trend	趋势
trended	趋势
trending	趋势
trends	趋势
trial	审判
trialled	审判
trials	审判
triangle	三角形
triangles	三角形
trick	诡计
tricked	诡计
tricking	诡计
tricks	诡计
tried	尝试
tries	尝试
trip	旅行
tripped	旅行
tripping	旅行
trips	旅行
troop	军队
trooped	军队
trooping	军队
troops	军队
tropical	热带的
tropicals	热带的
trouble	烦恼
troubled	烦恼
troubles	烦恼
troublesome	麻烦的
troubling	烦恼
trousers	pl.裤子
truck	卡车
trucked	卡车
trucking	卡车
trucks	卡车
true	真实的
trued	真实的
truer	真实的
trues	真实的
truest	真实的
truing	真实的
truly	真实地
trunk	树干
trunking	树干
trunks	树干
trust	信任
trusted	信任
trusting	信任
trusts	信任
truth	事实
truths	事实
try	尝试
trying	尝试
tube	管
tubed	管
tubes	管
tubing	管
tuesday	星期二
tuesdays	星期二
tune	歌曲
tuned	歌曲
tunes	歌曲
tuning	歌曲
tunnel	隧道
tunnelled	隧道
tunnelling	隧道
tunnels	隧道
turkey	火鸡
turkeys	火鸡
turn	转弯
turned	转弯
turning	转弯
turns	转弯
tutor	家庭教师
tutored	家庭教师
tutoring	家庭教师
tutors	家庭教师
tv	电视
twelfth	第十二
twelve	十二
twentieth	第二十
twenty	二十
twice	两次
twin	双胞胎中一人
twinned	双胞胎中一人
twinning	双胞胎中一人
twins	双胞胎中一人
twist	一扭
twisted	扭曲的
twisting	一扭
twists	一扭
two	二
tying	带子
type	类型
typed	类型
types	类型
typewriter	打字机
typewriters	打字机
typhoon	台风
typhoons	台风
typical	典型的
typically	代表性地
typing	类型
typist	打字员
typists	打字员
tyre	轮胎
tyres	轮胎
uglier	丑陋的
uglies	丑陋的
ugliest	丑陋的
ugly	丑陋的
uk	联合王国
ultimate	终极
ultimately	最后
ultimates	终极
umbrella	伞
umbrellas	伞
un	家伙
unable	不能的
unacceptable	无法接受的
unbearable	无法忍受的
unbelievable	难以置信的
uncertain	不确定的
uncle	叔父
uncles	叔父
uncomfortable	不舒服的
unconditional	无条件的
unconscious	未意识到的
uncontrolled	不受抑制的
under	在...之下
underground	地下
undergrounding	地下
underline	在...下面划线
underlined	在...下面划线
underlines	在...下面划线
underlining	在...下面划线
underneath	在下面
understand	理解
understanding	理解
understandings	理解
understands	理解
understood	理解
undertake	试图
undertaken	试图
undertakes	试图
undertaking	试图
undertook	试图
underwater	在水中的
underwear	内衣
undid	解开
undivided	未分开的
undo	解开
undoes	解开
undoing	解开
undone	解开
unemployed	失业的
unemployment	失业
unexpected	料想不到的
unexpectedly	想不到的
unfair	不公平的
unfairest	不公平的
unfairly	不正当地
unfit	不适当的
unfits	不适当的
unfitted	不适当的
unfitting	不适当的
unfold	展开
unfolded	展开
unfolding	展开
unfolds	展开
unfortunate	不幸的
unfortunately	恐怕
unfortunates	不幸的
unfriendly	不友善地
unhappier	不快乐的
unhappiest	不快乐的
unhappiness	苦恼
unhappy	不快乐的
unhealthy	不健康的
uniform	制服
uniformed	制服
uniforming	制服
uniforms	制服
unimportant	不重要的
union	联盟
unions	联盟
unique	独一无二的
unit	单位
unite	联合
united	联合的
unites	联合
uniting	联合
units	单位
universal	全世界的
universals	全世界的
universe	宇宙
universes	宇宙
universities	大学
university	大学
unix	UNIX操作系统
unixes	UNIX操作系统
unkind	不仁慈的
unkindest	不仁慈的
unknown	不知道的
unknowns	不知道的
unless	除非
unlike	不像的
unlikeliest	不太可能的
unlikely	不太可能的
unload	卸货
unloaded	卸货
unloading	卸货
unloads	卸货
unluckier	不吉利的
unluckiest	不吉利的
unlucky	不吉利的
unmarried	未婚的
unnecessary	不必要的
unpleasant	使人不愉快的
unreasonable	不合理的
unrest	不安的状态
unrests	不安的状态
unsafe	不安全的
unsteady	不稳固的
unsuccessful	不成功的
untidier	不整齐的
untidiest	不整齐的
untidy	不整齐的
until	直到
untrue	不真实的
unusual	不寻常的
unusually	不寻常地
unwilling	不愿意的
unwillingly	不情愿地
up	向上的
upon	在...之上
upped	向上的
upper	上面的
uppers	上面的
upping	向上的
ups	向上的
upset	弄翻的
upsets	弄翻的
upsetting	镦
upstairs	楼上的
upward	向上的
upwards	以上
urban	都市的
urge	冲动
urged	冲动
urgent	紧急的
urges	冲动
urging	冲动
us	我们
usa	美国
use	使用
used	使用过的
useful	有用的
useless	无用的
user	使用者
users	使用者
uses	使用
using	使用
usual	平常的
usually	通常
utilities	功用
utility	功用
vacant	空的
vacation	假期
vacationed	假期
vacationing	假期
vacations	假期
vague	含糊的
vain	无价值的
vainer	无价值的
vainest	无价值的
valid	有确实根据的
valley	山谷
valleys	山谷
valuable	有价值的
value	价值
valued	价值
values	价值
valuing	价值
van	货车
vanilla	香草
vans	货车
variable	易变的事物
variables	易变的事物
variation	变更
variations	变更
varied	不同的
varies	改变
varieties	多样
variety	多样
various	不同的
vary	改变
varying	改变
vase	花瓶
vases	花瓶
vast	巨大的
vaster	巨大的
vcd	可变电容二极体的简写
veal	小牛肉
veals	小牛肉
vegetable	蔬菜
vegetables	蔬菜
vehicle	交通工具
vehicles	交通工具
venture	冒险
ventured	冒险
ventures	冒险
venturing	冒险
version	一种描述
versions	一种描述
vertical	垂直的
verticals	垂直的
very	真正的
vest	背心
vested	背心
vesting	背心
vests	背心
veteran	老手
veterans	老手
via	经由
vice	恶习
vices	恶习
victim	受害人
victims	受害人
victories	胜利
victory	胜利
video	影像
videoing	影像
videophone	电视电话
videophones	电视电话
videos	影像
view	视野
viewed	视野
viewer	观察者
viewers	观察者
viewing	视野
views	视野
village	村庄
villager	村民
villagers	村民
villages	村庄
vinegar	醋
vinegars	醋
violate	违犯
violated	违犯
violates	违犯
violating	违犯
violence	猛烈
violent	暴力的
violently	猛烈地
violin	小提琴
violinist	小提琴演奏者
violinists	小提琴演奏者
violins	小提琴
virtually	事实上
virtue	德行
virtues	德行
virus	病毒
viruses	病毒
visa	签证
visaed	签证
visaing	签证
visas	签证
visible	看得见的
vision	视觉
visions	视觉
visit	拜访
visited	拜访
visiting	拜访
visitor	参观者
visitors	参观者
visits	拜访
visual	视觉的
visuals	视觉的
vital	生命的
vitals	生命的
vivid	生动的
vocabularies	词汇
vocabulary	词汇
voice	声音
voiced	声音
voices	声音
voicing	声音
volcano	火山
volcanos	火山
volleyball	排球
volume	册
volumes	册
voluntaries	自动的
voluntary	自动的
volunteer	志愿者
volunteered	志愿者
volunteering	志愿者
volunteers	志愿者
vote	投票
voted	投票
voter	选民
voters	选民
votes	投票
voting	投票
voyage	航行
voyaged	航行
voyages	航行
voyaging	航行
vs	对
wag	摇摆
wage	工资
waged	工资
wages	工资
wagged	摇摆
wagging	摇摆
waging	工资
wags	摇摆
waist	腰部
waisted	腰部
waists	腰部
wait	等待
waited	等待
waiter	侍者
waiters	侍者
waiting	等待
waitress	女侍者
waitressed	女侍者
waitresses	女侍者
waitressing	女侍者
waits	等待
wake	叫醒
wakes	叫醒
waking	叫醒
wales	威尔士
walk	走
walked	走
walking	步行
walkman	随身听
walkmans	随身听
walkmen	随身听
walks	走
wall	墙
walled	墙
wallet	皮夹
wallets	皮夹
walling	墙
walls	墙
walnut	胡桃
walnuts	胡桃
wander	游荡
wandered	游荡
wandering	游荡
wanders	游荡
want	需要的东西
wanted	需要的东西
wanting	需要的东西
wants	需要的东西
war	战争
ward	病房
warded	病房
warding	病房
wards	病房
warehouse	仓库
warehoused	仓库
warehouses	仓库
warehousing	仓库
warm	暖和的
warmed	暖和的
warmer	暖和的
warmest	暖和的
warming	暖和的
warms	暖和的
warmth	温暖
warn	警告
warned	警告
warning	警告
warnings	警告
warns	警告
warred	战争
warring	战争
wars	战争
was	是
wash	洗
washed	洗
washes	洗
washing	洗涤
washings	洗涤
washington	华盛顿
washroom	盥洗室
washrooms	盥洗室
waste	浪费
wasted	浪费
wastes	浪费
wasting	浪费
watch	观察
watched	观察
watches	观察
watching	观察
water	水
watered	水
watering	水
watermelon	西瓜
watermelons	西瓜
waters	水
wave	波
waved	波
waves	波
waving	波
wax	蜡
waxed	蜡
waxes	蜡
waxing	蜡
way	路
ways	路
wayside	路旁
waysides	路旁
we	我们
weak	不牢固的
weaker	不牢固的
weakest	不牢固的
weakness	虚弱
weaknesses	虚弱
wealth	财富
wealthier	富有的
wealthiest	富有的
wealthy	富有的
weapon	武器
weapons	武器
wear	穿着
wearing	穿着
wears	穿着
weather	天气
weathered	天气
weathering	天气
weatherman	气象员
weathermen	气象员
weathers	天气
web	网
webbed	网
webbing	网
webs	网
website	网站
wedding	婚礼
weddings	婚礼
wednesday	星期三
wednesdays	星期三
weed	杂草
weeded	杂草
weeding	杂草
weeds	杂草
week	星期
weekday	周日
weekdays	周日
weekend	周末
weekended	周末
weekending	周末
weekends	周末
weeklies	周刊
weekly	周刊
weeks	星期
weep	哭
weeping	哭
weeps	哭
weigh	称...重量
weighed	称...重量
weighing	称...重量
weighs	称...重量
weight	重
weighted	重
weighting	重
weights	重
welcome	欢迎
welcomed	欢迎
welcomes	欢迎
welcoming	欢迎
welfare	福利
well	井
welled	井
welling	井
wells	井
went	去
wept	哭
were	是
west	西方
western	西方人
